songfilename,SongName,Speed,Condition,fileblock,testdurationsec,CategoryType,NumOne,NumTwo,Correct,Incorrect1,Incorrect2,Incorrect3,musicTypeLoop.thisRepN,musicTypeLoop.thisTrialN,musicTypeLoop.thisN,musicTypeLoop.thisIndex,trialsMath.thisRepN,trialsMath.thisTrialN,trialsMath.thisN,trialsMath.thisIndex,partInfoImage.started,partinfomouse.started,partinfomouse.x,partinfomouse.y,partinfomouse.leftButton,partinfomouse.midButton,partinfomouse.rightButton,partInfoImage_2.started,partinfomouse_2.started,consentBox.started,partinfomouse_2.x,partinfomouse_2.y,partinfomouse_2.leftButton,partinfomouse_2.midButton,partinfomouse_2.rightButton,partinfomouse_2.clicked_name,partInfoImage_3.started,partinfomouse_3.started,partinfomouse_3.x,partinfomouse_3.y,partinfomouse_3.leftButton,partinfomouse_3.midButton,partinfomouse_3.rightButton,partInfoImage_4.started,partinfomouse_4.started,partinfomouse_4.x,partinfomouse_4.y,partinfomouse_4.leftButton,partinfomouse_4.midButton,partinfomouse_4.rightButton,question.started,ansOne.started,ansTwo.started,ansThree.started,ansFour.started,mouseclickResponse.started,debuginfo.started,correctClick,mouseclickResponse.x,mouseclickResponse.y,mouseclickResponse.leftButton,mouseclickResponse.midButton,mouseclickResponse.rightButton,mouseclickResponse.clicked_name,text.started,partInfoImage_5.started,partinfomouse_5.started,partinfomouse_5.x,partinfomouse_5.y,partinfomouse_5.leftButton,partinfomouse_5.midButton,partinfomouse_5.rightButton,partInfoImage_6.started,partinfomouse_6.started,partinfomouse_6.x,partinfomouse_6.y,partinfomouse_6.leftButton,partinfomouse_6.midButton,partinfomouse_6.rightButton,session,date,expName,psychopyVersion,frameRate,
music\active\instrumentals\Like This (90) (Instrumental) by MUNNYCAT.wav,like this,active,instrumental,2,90,multiply,10,18,180,183,184,187,0,9,9,7,0,14,14,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,993.7005251999981,993.7005251999981,993.7005251999981,993.7005251999981,993.7005251999981,0.010412100000394275,993.7005251999981,True,0.09777777777777778,-0.39444444444444443,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\instrumentals\Like This (90) (Instrumental) by MUNNYCAT.wav,like this,active,instrumental,2,90,subtract,43,25,18,21,25,19,0,9,9,7,0,15,15,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995.3930437999988,995.3930437999988,995.3930437999988,995.3930437999988,995.3930437999988,0.008482599998387741,995.3930437999988,True,-0.31555555555555553,-0.4033333333333333,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\instrumentals\Like This (90) (Instrumental) by MUNNYCAT.wav,like this,active,instrumental,2,90,multiply,10,21,210,215,213,217,0,9,9,7,0,16,16,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002.290901999997,1002.290901999997,1002.290901999997,1002.290901999997,1002.290901999997,0.008680299997649854,1002.290901999997,True,-0.31666666666666665,-0.4011111111111111,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\instrumentals\Like This (90) (Instrumental) by MUNNYCAT.wav,like this,active,instrumental,2,90,multiply,5,2,10,15,20,16,0,9,9,7,0,17,17,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004.4387771000002,1004.4387771000002,1004.4387771000002,1004.4387771000002,1004.4387771000002,0.008949299997766502,1004.4387771000002,True,0.10777777777777778,-0.4088888888888889,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\instrumentals\Like This (90) (Instrumental) by MUNNYCAT.wav,like this,active,instrumental,2,90,subtract,28,14,14,20,22,26,0,9,9,7,0,18,18,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005.9381816999994,1005.9381816999994,1005.9381816999994,1005.9381816999994,1005.9381816999994,0.008698699999513337,1005.9381816999994,True,-0.29444444444444445,-0.4033333333333333,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\instrumentals\Like This (90) (Instrumental) by MUNNYCAT.wav,like this,active,instrumental,2,90,multiply,12,5,60,70,64,63,0,9,9,7,0,19,19,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011.1186361,1011.1186361,1011.1186361,1011.1186361,1011.1186361,0.00876340000104392,1011.1186361,True,-0.09888888888888889,-0.4066666666666667,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\instrumentals\Like This (90) (Instrumental) by MUNNYCAT.wav,like this,active,instrumental,2,90,add,28,28,56,62,61,63,0,9,9,7,0,20,20,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014.5518243999977,1014.5518243999977,1014.5518243999977,1014.5518243999977,1014.5518243999977,0.008970400001999224,1014.5518243999977,True,-0.2922222222222222,-0.4066666666666667,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\instrumentals\Like This (90) (Instrumental) by MUNNYCAT.wav,like this,active,instrumental,2,90,subtract,53,49,4,6,11,9,0,9,9,7,0,21,21,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1018.5663356000005,1018.5663356000005,1018.5663356000005,1018.5663356000005,1018.5663356000005,0.009480900000198744,1018.5663356000005,True,0.10111111111111111,-0.4011111111111111,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\instrumentals\Like This (90) (Instrumental) by MUNNYCAT.wav,like this,active,instrumental,2,90,multiply,21,10,210,220,218,216,0,9,9,7,0,22,22,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.8132941000003,1024.8132941000003,1024.8132941000003,1024.8132941000003,1024.8132941000003,0.009133999999903608,1024.8132941000003,True,-0.32,-0.40555555555555556,1,0,0,ansOne,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\instrumentals\Like This (90) (Instrumental) by MUNNYCAT.wav,like this,active,instrumental,2,90,add,49,48,97,105,99,101,0,9,9,7,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027.8941287999987,1027.8941287999987,1027.8941287999987,1027.8941287999987,1027.8941287999987,0.008646400001453003,1027.8941287999987,True,-0.09555555555555556,-0.4033333333333333,1,0,0,ansTwo,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
music\active\instrumentals\Like This (90) (Instrumental) by MUNNYCAT.wav,like this,active,instrumental,2,90,multiply,5,21,105,107,109,108,0,9,9,7,0,24,24,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1038.5069336999986,1038.5069336999986,1038.5069336999986,1038.5069336999986,1038.5069336999986,0.008653199998661876,1038.5069336999986,True,0.08777777777777777,-0.39555555555555555,1,0,0,ansThree,,,,,,,,,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1045.483476999998,1050.4988827999987,0.012860999999247724,-0.051111111111111114,-0.2222222222222222,1,0,0,,,,,,,,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051.8317645999996,1.799999881768599e-05,0.25555555555555554,-0.3288888888888889,1,0,0,002,2022-11-01_15h27.43.086,musicalMathTest,2022.2.0,59.95998270690761,
